name,identity,alignment,appearanceCount,yearOfAppearance
La Lumi\u00e8re Bleue,Secret Identity,Good,1,2007
Le Cowboy,Secret Identity,Good,1,2007
Le Vent,Secret Identity,Good,1,2007
Lightstorm,Public Identity,Good,1,2007
Longlegs Secundus,,Good,1,2007
Marquez,Public Identity,,1,2007
Matt Landru,Public Identity,,1,2007
McAllister,Public Identity,,1,2007
Michele Michaels,Secret Identity,Bad,1,2007
Mike Williams,Public Identity,Good,1,2007
Milo Gunderson,,Neutral,1,2007
Nurotox,,Good,1,2007
Olivia Cooper,Public Identity,Neutral,1,2007
Peggy Park,Public Identity,Neutral,1,2007
Plunderer (Impersonator),Secret Identity,,1,2007
Professor Duck,Secret Identity,Neutral,1,2007
Pseter Psarker,Public Identity,Good,1,2007
Qwerty,Secret Identity,Neutral,1,2007
Red Dragon (SHE),Secret Identity,Good,1,2007
Ricky,Secret Identity,Bad,1,2007
Roberto Ferrar,Secret Identity,Bad,1,2007
Scarlet Spider (Criminal),Secret Identity,Bad,1,2007
Scorpion Queen,,Bad,1,2007
Serpent King,,,1,2007
Shira Myles,Secret Identity,Bad,1,2007
Simon Strange,Public Identity,Good,1,2007
Slag,,Bad,1,2007
Slough,Secret Identity,Bad,1,2007
Spider-Mech,,Good,1,2007
Tamara Sims,Secret Identity,Bad,1,2007
Ten-Cor,Public Identity,,1,2007
Tenta-Clone,,Bad,1,2007
Timoran,Public Identity,Bad,1,2007
Tony Stark 2.0,Secret Identity,Good,1,2007
Vayle,Public Identity,Good,1,2007
Vision (Onslaught Reborn),Public Identity,Good,1,2007
Adam Simon,,,1,2008
Alarr,,Good,1,2008
Allen Crater,No Dual Identity,,1,2008
Andre Mexer,,Good,1,2008
Andr\u00e9 Gerard (Skrull),Secret Identity,Bad,1,2008
Anitun,Secret Identity,Good,1,2008
B. LeTendre,No Dual Identity,,1,2008
Baski,No Dual Identity,Neutral,1,2008
Brightstorm,,,1,2008
Castor,Public Identity,Good,1,2008
Ch-Gra,Public Identity,Bad,1,2008
Chell-Tek,Public Identity,,1,2008
Chronos,Public Identity,Neutral,1,2008
Crater,,,1,2008
Dalx,Public Identity,Bad,1,2008
Dan Smoltz,Public Identity,Neutral,1,2008
Darlene Sims,Secret Identity,,1,2008
David Gonzales,,Good,1,2008
Denny Drake,Secret Identity,Bad,1,2008
Dharr,,Bad,1,2008
Discharge,,,1,2008
Dray,,Bad,1,2008
Dzirot,Public Identity,Bad,1,2008
Edmund,Public Identity,,1,2008
Ernst Fleisher,Public Identity,Good,1,2008
Faze,,,1,2008
Fazekas,Public Identity,Neutral,1,2008
Feng Po-po,,Bad,1,2008
Fighter One,Secret Identity,Good,1,2008
Flugron,Public Identity,Neutral,1,2008
Galfrax,Secret Identity,Bad,1,2008
Great Mongoose,Secret Identity,Good,1,2008
Harold Hogan (Earth-20051),Public Identity,Good,1,2008
Hrzzhr,Public Identity,,1,2008
Hzzhzz,Public Identity,,1,2008
Imo Miri,Secret Identity,Neutral,1,2008
Impact (Luminals),,,1,2008
Inhumans (Skrull),Secret Identity,Bad,1,2008
Inti,,,1,2008
Jiang,Public Identity,,1,2008
Jifjoc,Public Identity,,1,2008
John McCoy,Secret Identity,Neutral,1,2008
Junichiro,Secret Identity,Neutral,1,2008
Karl Reifschneider,Secret Identity,Bad,1,2008
Kingii,Secret Identity,Good,1,2008
Krakoa II,Secret Identity,Bad,1,2008
Kuhrra Daizonest,,Bad,1,2008
Lady Shadra,Secret Identity,Good,1,2008
Lior Eschel,Public Identity,Neutral,1,2008
M.O.D.O.G.,Secret Identity,Bad,1,2008
Magnitude,Secret Identity,Bad,1,2008
Matt Dowd,Public Identity,,1,2008
Matthew Murdock (Skrull),Secret Identity,Bad,1,2008
Mavis Trent,Secret Identity,,1,2008
Mercedes (Hellfire Club),,Bad,1,2008
Michael White,Public Identity,,1,2008
Mighty Mother,Secret Identity,Good,1,2008
Mr. Abbott,Secret Identity,Good,1,2008
Mrs. Abbott,Secret Identity,Good,1,2008
Olson,Public Identity,Neutral,1,2008
Ozzie Tanaka,Secret Identity,,1,2008
Paula,,Neutral,1,2008
Reed Richards (Skrull),Secret Identity,Bad,1,2008
Robert Bruce Banner (Skrull),Secret Identity,Bad,1,2008
Roc,,Bad,1,2008
Santos,Public Identity,Neutral,1,2008
Selma Schaub,No Dual Identity,Good,1,2008
Senus,Public Identity,Neutral,1,2008
Sharon Ventura (Skrull),Secret Identity,Bad,1,2008
Skrull (Heavy Hitters),Secret Identity,Bad,1,2008
Squire Gulo,Secret Identity,Good,1,2008
Ssrov,Public Identity,Bad,1,2008
St. George,Secret Identity,Good,1,2008
Suspensor,,,1,2008
Tarene (Skrull),Secret Identity,Bad,1,2008
Tayln Roark,Secret Identity,,1,2008
Terrance Sorenson (Skrull),Secret Identity,Bad,1,2008
Thaddeus Destine,Secret Identity,Good,1,2008
Theo Bomba,Secret Identity,,1,2008
Tian Mutant,Secret Identity,Neutral,1,2008
Toros (Skrull),Secret Identity,Bad,1,2008
Tral,Secret Identity,Bad,1,2008
Triploid Mutant (Artificial Mutant),Secret Identity,Neutral,1,2008
Turner,,Bad,1,2008
Ulysses Lugman (Skrull),Secret Identity,Bad,1,2008
Valentina Allegra de Fontaine (Skrull),Secret Identity,Bad,1,2008
Wishing Man,Secret Identity,Good,1,2008
Xiong,,Good,1,2008
8-Ball II,Secret Identity,Bad,1,2009
Anton Aubuisson,No Dual Identity,Bad,1,2009
Bernice,No Dual Identity,Neutral,1,2009
Beth Sooner,No Dual Identity,,1,2009
Billy Ward,No Dual Identity,Neutral,1,2009
Bryan Anderson,Public Identity,Good,1,2009
Buford Hollis (Skrull),Secret Identity,Bad,1,2009
Catherine Price,Secret Identity,Neutral,1,2009
Charles Graymalkin,Secret Identity,Bad,1,2009
Cloud Runner,Secret Identity,Bad,1,2009
Dahrev,Public Identity,Neutral,1,2009
David Green,Secret Identity,Good,1,2009
Derrick Richardson,,Neutral,1,2009
Devil Dinosaur (Skrull),Secret Identity,Bad,1,2009
Diemoas,Public Identity,,1,2009
Dmitri Ivankov,Public Identity,Bad,1,2009
Dorhun,,Good,1,2009
Elias Hudson,Public Identity,Neutral,1,2009
Fenn-Ra,Public Identity,Good,1,2009
Francis Key,Public Identity,Good,1,2009
Frederick Hudson II,,Neutral,1,2009
Freena,Public Identity,Good,1,2009
Freya Shane,,Good,1,2009
Gavin,,,1,2009
Gog (Deity),,Bad,1,2009
Grasshopper (Skrull),Secret Identity,Bad,1,2009
Grog (Ape-Man),No Dual Identity,Bad,1,2009
Grondaar,Public Identity,Good,1,2009
Guy Dimond,,Good,1,2009
Harrald,Public Identity,Good,1,2009
Helen Cho,,Good,1,2009
Hem-Netjer,Secret Identity,Bad,1,2009
Henrik Weber,,Bad,1,2009
Hijack,Secret Identity,Bad,1,2009
Input,Secret Identity,Bad,1,2009
James Jackson,Public Identity,Good,1,2009
Jenny Keaton,Public Identity,Good,1,2009
Jianjun,,Good,1,2009
Joanne Lucas,No Dual Identity,Neutral,1,2009
John Hancock,Public Identity,Good,1,2009
John Price,Secret Identity,Neutral,1,2009
John Skinner,Public Identity,Good,1,2009
John Warden,,,1,2009
Josh Atwater,,Good,1,2009
Julius Dupree,Secret Identity,Bad,1,2009
Korgo,,Bad,1,2009
Kren,Public Identity,Neutral,1,2009
Kyle Dyne,,Good,1,2009
Lenny Sirkes,,Bad,1,2009
Li Park,,Good,1,2009
Liev-Ra,Public Identity,Good,1,2009
Lobo (Skrull),Secret Identity,Bad,1,2009
Lucas Maats,,Good,1,2009
Luther Creed,Secret Identity,Neutral,1,2009
M-1,Secret Identity,Good,1,2009
M-12,Secret Identity,Good,1,2009
M-3,Secret Identity,Good,1,2009
M-5,Secret Identity,Good,1,2009
M-8,Secret Identity,Good,1,2009
Major Samson,Public Identity,Good,1,2009
Mary Arnett,No Dual Identity,Bad,1,2009
Mary Price,Secret Identity,Neutral,1,2009
Max Farrell,Public Identity,Bad,1,2009
Michael Watts,,Bad,1,2009
Mictlantecuhtli (Deity),,Neutral,1,2009
Molyneux,Public Identity,Bad,1,2009
Most Perfect Hero,Secret Identity,Good,1,2009
Nassis,Public Identity,Good,1,2009
Nazi Doctor (Legion Personality),,Bad,1,2009
Nicola Bradley,Public Identity,Neutral,1,2009
Ninth Immortal,Secret Identity,Good,1,2009
Olivia Hooks,Secret Identity,,1,2009
Opistho,Public Identity,Neutral,1,2009
Patrick Rourke,Secret Identity,Bad,1,2009
Philip Cho,,Good,1,2009
Princess of Clouds,Secret Identity,Good,1,2009
Proctidae,Public Identity,Good,1,2009
Quoggoth,No Dual Identity,Bad,1,2009
Rebecca Barnes,Public Identity,Neutral,1,2009
Robert Shaw,No Dual Identity,Good,1,2009
Roger Ramsey,,Bad,1,2009
Rose Chambers,No Dual Identity,Neutral,1,2009
Salome,Public Identity,Bad,1,2009
Scarab,Secret Identity,Bad,1,2009
Skin-Bender,Public Identity,Bad,1,2009
Sky Song,Secret Identity,Bad,1,2009
Smasher III,Public Identity,Neutral,1,2009
Specs (Legion Personality),,Neutral,1,2009
Susa-No-O-Izumo,,,1,2009
Tangerine,Secret Identity,Good,1,2009
Tennet,Public Identity,Good,1,2009
Thunderer,,Good,1,2009
Travis Butler,Public Identity,Bad,1,2009
Tsukiyomi,,,1,2009
Ursula (Nazi),Secret Identity,Bad,1,2009
Vincent Astor,No Dual Identity,,1,2009
Visage,,Bad,1,2009
Vitana,No Dual Identity,Neutral,1,2009
William Anthony,,Bad,1,2009
William Beanes,Public Identity,Good,1,2009
Winston Manchester (Skrull),Secret Identity,Bad,1,2009
Wyatt Ohnn,,Neutral,1,2009
Yagyu Kojiro,Secret Identity,,1,2009
Zyziwc Tiel,,Good,1,2009
115 (Legion Personality),Secret Identity,Neutral,1,2010
762 (Legion Personality),Secret Identity,Neutral,1,2010
Abu M\u016bs\u0101 J\u0101bir ibn Hayy\u0101n al-Azdi,Secret Identity,Good,1,2010
Achak,No Dual Identity,Good,1,2010
Assistant Watcher,,Neutral,1,2010
Bill Davis,No Dual Identity,,1,2010
Brank,Public Identity,Bad,1,2010
Calvin Cooley,Public Identity,,1,2010
Carapace,Secret Identity,Neutral,1,2010
Cassandra Kaufman,Secret Identity,Neutral,1,2010
Chetfield Murray,Secret Identity,Good,1,2010
Chosk-Dynn,,Bad,1,2010
Clovis Maines,,Bad,1,2010
Cody Twain,Secret Identity,Good,1,2010
Crone,Secret Identity,Neutral,1,2010
Cronk,Public Identity,Bad,1,2010
Cteno,Public Identity,Good,1,2010
Darlene,Public Identity,Bad,1,2010
Declan McGuinness,Secret Identity,Bad,1,2010
Dendrok,Public Identity,Good,1,2010
Deputy Charlie,Public Identity,Bad,1,2010
Doctor Satan,Secret Identity,Bad,1,2010
Drowning Shadow,Secret Identity,Bad,1,2010
El-Ta,Public Identity,Neutral,1,2010
Elphane,Public Identity,Good,1,2010
Eos (Deity),Secret Identity,Good,1,2010
Gannon,Public Identity,Neutral,1,2010
Glitch,Secret Identity,Neutral,1,2010
Hathor,Secret Identity,Good,1,2010
Helene St. Just,Public Identity,Good,1,2010
Horodowsky,Public Identity,Neutral,1,2010
Huang Qiaolian,Public Identity,Bad,1,2010
Husni,Public Identity,Good,1,2010
Igor Vanko,Public Identity,Neutral,1,2010
Imhotep,Public Identity,Good,1,2010
Iron Comrade,Secret Identity,Bad,1,2010
Jason (Siege Character),Public Identity,Good,1,2010
Jason Halloway,Public Identity,Good,1,2010
Jeffrey Winstone,Secret Identity,Good,1,2010
Jimmy (Broxton),Public Identity,Good,1,2010
Joe Karnelli,Public Identity,Bad,1,2010
Karl,No Dual Identity,Bad,1,2010
Karl Lykos (Brood Clone),Secret Identity,Bad,1,2010
Klaus Fuchs,Public Identity,Neutral,1,2010
Korda,,,1,2010
Koru Kaviti,Public Identity,Bad,1,2010
Krakoa (Brood Clone),Secret Identity,Bad,1,2010
Kyte,Secret Identity,Bad,1,2010
Leo Zimm,Secret Identity,Bad,1,2010
Leon Matheson,Public Identity,Neutral,1,2010
Liam Cassidy,Secret Identity,Good,1,2010
Lifecode,Secret Identity,Bad,1,2010
Louise Spalding,Public Identity,Good,1,2010
Malachy Quinn,No Dual Identity,,1,2010
Matchstick Girl,Secret Identity,Neutral,1,2010
Mato,No Dual Identity,Neutral,1,2010
Mayzen,No Dual Identity,Good,1,2010
Melgorno,,,1,2010
Mentor (Female),Secret Identity,Good,1,2010
Milla,Public Identity,,1,2010
Mister Y,Secret Identity,Neutral,1,2010
Morgan (Dream Realm),Secret Identity,Neutral,1,2010
Mr. Cohuelo,Public Identity,Good,1,2010
Mrs. Cohuelo,,Good,1,2010
Mrs. Spalding,Secret Identity,Neutral,1,2010
Ms. Puck-Man,Secret Identity,Good,1,2010
Musere,Public Identity,Neutral,1,2010
Nagenda,Public Identity,Neutral,1,2010
Nareema,Secret Identity,Good,1,2010
Night Witch,Secret Identity,Bad,1,2010
Orblog,Public Identity,Bad,1,2010
Orlaa,Public Identity,Neutral,1,2010
Otto (SS),Public Identity,Bad,1,2010
Owen McGuinness,No Dual Identity,,1,2010
Paulo Munoz,Public Identity,Bad,1,2010
Piedra Dura,Secret Identity,Bad,1,2010
Porphyr,Secret Identity,Good,1,2010
Poser,Secret Identity,Neutral,1,2010
Professor Lawson,Public Identity,Bad,1,2010
Protector (1940s),Secret Identity,Bad,1,2010
Protector-Bot,,Bad,1,2010
Puck-Man,Secret Identity,Good,1,2010
Raankor,Public Identity,Bad,1,2010
Ram Metunga,Public Identity,Neutral,1,2010
Sheba Sugarfangs,Secret Identity,Neutral,1,2010
Sheriff Dale,Public Identity,Bad,1,2010
Sleeping Mist,Secret Identity,Bad,1,2010
Smicky,Public Identity,Neutral,1,2010
Strel,Secret Identity,Bad,1,2010
Tejpal Gavaskar,,Neutral,1,2010
The Eyeball,Secret Identity,Bad,1,2010
Thela,Public Identity,Bad,1,2010
Thetis,Secret Identity,Good,1,2010
Tito Falcon,Public Identity,Bad,1,2010
Tod Kaufman,Secret Identity,Bad,1,2010
Undar,Public Identity,,1,2010
Verg,No Dual Identity,Neutral,1,2010
Virilian,,Bad,1,2010
Voltar,Secret Identity,Neutral,1,2010
Waya,No Dual Identity,Neutral,1,2010
William Kinmont,No Dual Identity,Neutral,1,2010
Woodward Himes,No Dual Identity,Bad,1,2010
181 (Legion Personality),Secret Identity,Neutral,1,2011
933 (Legion Personality),Secret Identity,Neutral,1,2011
Abomination (Morlock),Secret Identity,Neutral,1,2011
Alice Terrel,Secret Identity,Good,1,2011
Ambur Amaquelin,No Dual Identity,,1,2011
Annie Coleman,No Dual Identity,,1,2011
Archimedes,No Dual Identity,Good,1,2011
Arnim Zola 4.2.3,Secret Identity,Bad,1,2011
Arris,Secret Identity,Neutral,1,2011
August Hirt,No Dual Identity,Bad,1,2011
Backhand,Secret Identity,Bad,1,2011
Big Roy,Public Identity,Bad,1,2011
Bluzia,No Dual Identity,Good,1,2011
Boreas,No Dual Identity,Neutral,1,2011
Brian Cole,Secret Identity,Good,1,2011
Byrd,Public Identity,Good,1,2011
Byte (Gammadroid),Secret Identity,Bad,1,2011
Carlos Ayala,Secret Identity,Good,1,2011
Cassandra Michaels,,,1,2011
Charles Davies,Public Identity,Neutral,1,2011
Charlie Stokes,Public Identity,Good,1,2011
Curtis Nolan,Public Identity,Neutral,1,2011
David Rickford,Secret Identity,Good,1,2011
Delphic (Legion Personality),Secret Identity,Neutral,1,2011
Den Vakre,Secret Identity,Bad,1,2011
Doc (Guardsman),,Good,1,2011
Dolores Downing,,,1,2011
Edmund (Guardian Editor),Public Identity,Neutral,1,2011
Emmett,Public Identity,Good,1,2011
Emmie Stevens,Public Identity,Good,1,2011
Enaku,Public Identity,Neutral,1,2011
Ertzia,No Dual Identity,Neutral,1,2011
Ferid Ekmecic,No Dual Identity,Bad,1,2011
Flare,Secret Identity,Bad,1,2011
Garrity,,Bad,1,2011
Geza,,Bad,1,2011
Gin Goh,,Bad,1,2011
Grain Belt,,Good,1,2011
Gwendolyne Stacy (Abby-L),Public Identity,Neutral,1,2011
Hayes,Public Identity,Good,1,2011
Hecara,Public Identity,Neutral,1,2011
Huang,Public Identity,Neutral,1,2011
Indali,Public Identity,Bad,1,2011
Iroxx,Secret Identity,Good,1,2011
Jakkaru,Public Identity,Bad,1,2011
Jennifer Grimaldi,Public Identity,Good,1,2011
Jennifer Monroe,Secret Identity,Good,1,2011
Johnny Gomorrah (Legion Personality),Secret Identity,Neutral,1,2011
Judy Lyman,,Neutral,1,2011
Kasim,No Dual Identity,Good,1,2011
Kelly (Healer),No Dual Identity,Neutral,1,2011
Kerwin Stockwell,Public Identity,Neutral,1,2011
Kluh,Secret Identity,Bad,1,2011
Kurod Ormaon,Secret Identity,Bad,1,2011
Lanie,Secret Identity,Good,1,2011
Laurent,Public Identity,Bad,1,2011
Legate,Secret Identity,Bad,1,2011
Leo Jacobson,Public Identity,Good,1,2011
Leonard Gary,Public Identity,Good,1,2011
Lord Kodo,Public Identity,,1,2011
Lynn Richards,Secret Identity,Good,1,2011
Madame,Secret Identity,Bad,1,2011
Madu,No Dual Identity,Bad,1,2011
Magnetic Man,Public Identity,Neutral,1,2011
Major Stephenson,No Dual Identity,Good,1,2011
Malcolm Monroe,Secret Identity,Good,1,2011
Maureen (Mutant),Public Identity,,1,2011
Maya Benjamin,Public Identity,Neutral,1,2011
Meadowlark,,Good,1,2011
Michael Bloomberg,Public Identity,Neutral,1,2011
Mignonette Gotlib,Public Identity,Neutral,1,2011
Nolor,Public Identity,,1,2011
Orb (Neo),Secret Identity,Bad,1,2011
Palmer Adley,Public Identity,,1,2011
Phil (Stamford resident),Public Identity,Neutral,1,2011
Pillar,Secret Identity,Bad,1,2011
Pioneer,,Good,1,2011
Poi,Public Identity,Good,1,2011
Quelin,Public Identity,Good,1,2011
Red Webo,Secret Identity,Good,1,2011
Reginald Harris,Public Identity,Neutral,1,2011
Repulse,Secret Identity,Bad,1,2011
Robert Martin,Secret Identity,Good,1,2011
Ronald (Mutant),Public Identity,Neutral,1,2011
Ryuhei Kodo,Public Identity,,1,2011
Sandra Murphy,Secret Identity,Good,1,2011
Seer (Serpent),,Bad,1,2011
Shahrazad Rafiee,Public Identity,Good,1,2011
Shapur II,Public Identity,Neutral,1,2011
Sin-Eater,Secret Identity,Bad,1,2011
Sinew (Neo),Secret Identity,Bad,1,2011
Singularity (Neo),Secret Identity,Bad,1,2011
Siri Ullall,Secret Identity,Good,1,2011
Sofia di Cosimo,,,1,2011
Stare,Secret Identity,Bad,1,2011
Steve (Teenage Hero),,Good,1,2011
Stone Colossus,Public Identity,Neutral,1,2011
Sunflower,,Good,1,2011
Suzume,Public Identity,Good,1,2011
Tan,No Dual Identity,Neutral,1,2011
Teller,Secret Identity,Bad,1,2011
Terrence,Public Identity,Good,1,2011
Thrann,Secret Identity,Good,1,2011
Tiki,Public Identity,Good,1,2011
Topeka,,Good,1,2011
Transisto-Mech,Public Identity,Good,1,2011
Two-ton,,Good,1,2011
Vorster,Public Identity,Bad,1,2011
Walter Coleman,No Dual Identity,,1,2011
Weston Minkovitch,No Dual Identity,Neutral,1,2011
William Boddicker,,Bad,1,2011
Wongus,No Dual Identity,Good,1,2011
Wyatt McDonald (Zombie Clone),Secret Identity,Bad,1,2011
Zeeshan,Public Identity,Neutral,1,2011
Zel Credo,,Bad,1,2011
Adriana Soria (Princess),Secret Identity,Bad,1,2012
Ah-Muzencab,,,1,2012
All-Blud,Secret Identity,Neutral,1,2012
Alpha Achromic,No Dual Identity,Good,1,2012
Arnold Dane,No Dual Identity,Neutral,1,2012
Atticus Trask (Earth-TRN361),No Dual Identity,Bad,1,2012
Edmund Heines,No Dual Identity,,1,2012
Eva,Secret Identity,Neutral,1,2012
Flashfire (Hatchitech),Secret Identity,Bad,1,2012
Gareth Cargill,Public Identity,Neutral,1,2012
Gur,Secret Identity,Good,1,2012
Hoggscarr,Secret Identity,Neutral,1,2012
Innsbruck the Planner,Public Identity,Bad,1,2012
Insignia,Secret Identity,Good,1,2012
Judex,Secret Identity,,1,2012
Krawskin,Secret Identity,Neutral,1,2012
Madelyne Pryor (Clone),Secret Identity,Bad,1,2012
Mints,Secret Identity,Good,1,2012
Musidora,Secret Identity,,1,2012
Nathaniel Essex (Rebellious Clone),,Neutral,1,2012
Oshemar,Secret Identity,Neutral,1,2012
Phoenix (Hatchitech),Secret Identity,Bad,1,2012
Pit Bull,Secret Identity,Bad,1,2012
Ripcorde (Hatchitech),Secret Identity,Bad,1,2012
Rotary,Secret Identity,Good,1,2012
Striker (Hatchitech),Secret Identity,Bad,1,2012
Susanna Dane,Public Identity,Neutral,1,2012
Vile,Secret Identity,Neutral,1,2012
Vunderknight,Secret Identity,Bad,1,2012
Wanxia,Secret Identity,Good,1,2012
Wolverine (Hatchitech),Secret Identity,Bad,1,2012
Zaoxing,Secret Identity,Good,1,2012
Andras Bertesy,No Dual Identity,Bad,1,2013
Andrew Jackson (President),No Dual Identity,,1,2013
Anna Ryker,,Neutral,1,2013
Anthony Miller,No Dual Identity,Good,1,2013
Boxx,Secret Identity,Good,1,2013
Bryan Ryker,,Neutral,1,2013
Celestial Gardener,,Neutral,1,2013
Chronodon (Legion Personality),Secret Identity,Neutral,1,2013
Colin Forty-Four,Public Identity,Bad,1,2013
Colin Thirty-Three,Public Identity,Bad,1,2013
Cowboy (Legion Personality),Secret Identity,Neutral,1,2013
Death (11th Century),Secret Identity,Bad,1,2013
Famine (11th Century),Secret Identity,Bad,1,2013
Findle the Finder (Legion Personality),Secret Identity,Neutral,1,2013
Folkbern Logan,No Dual Identity,Neutral,1,2013
Franklin Pierce,Public Identity,,1,2013
Green Skull,Secret Identity,Bad,1,2013
James K. Polk,Public Identity,,1,2013
John Tyler,Public Identity,,1,2013
Joseph Rogers,,Neutral,1,2013
Juan Carlos Valencia,Public Identity,Bad,1,2013
Juliana Valencia,Public Identity,Neutral,1,2013
K-Zek the Conduit (Legion Personality),Secret Identity,Neutral,1,2013
Kirbax the Kraklar (Legion Personality),Secret Identity,Neutral,1,2013
Ksenia Nadejda Panov (Legion Personality),Secret Identity,Neutral,1,2013
Kyzerra Os,Secret Identity,Neutral,1,2013
Linda,Public Identity,Neutral,1,2013
Man-Thing (Savage Land),Secret Identity,Neutral,1,2013
Martin Van Buren,Public Identity,,1,2013
Max Kelvin (Legion Personality),Secret Identity,Neutral,1,2013
Megatu,Secret Identity,Neutral,1,2013
Metallax the Untamer (Legion Personality),Secret Identity,Neutral,1,2013
Millard Fillmore,Public Identity,,1,2013
Mister Moctezuma,Public Identity,Bad,1,2013
Mr. Kane,Public Identity,Good,1,2013
Natalie Turner,Public Identity,Good,1,2013
Non-Newtonian Annie (Legion Personality),Secret Identity,Neutral,1,2013
Pestilence (11th Century),Secret Identity,Bad,1,2013
Peter Brown,No Dual Identity,Good,1,2013
Pukatus Jr. (Legion Personality),Secret Identity,Neutral,1,2013
Robert Michaud,Secret Identity,Neutral,1,2013
Sacino,,Neutral,1,2013
Skinsmith (Legion Personality),Secret Identity,Neutral,1,2013
Thing Under the Sand,,,1,2013
War (11th Century),Secret Identity,Bad,1,2013
William Henry Harrison,No Dual Identity,,1,2013
Wormwhole Wodo (Legion Personality),Secret Identity,Neutral,1,2013
Zachary Taylor,No Dual Identity,,1,2013
Zubar (Legion Personality),Secret Identity,Neutral,1,2013
Blazer (Outlaw Kid),,Good,,1956
Anuxa,No Dual Identity,Bad,,1960
Gargoyle (Strange Tales),,,,1960
M'Gumbu,,,,1960
Eric Kane,,Bad,,1961
Frank Johnson (Zzutak's Creator),Public Identity,Good,,1961
Fred Cooper,,,,1961
Gruto,Secret Identity,Good,,1961
Klagg,Secret Identity,Bad,,1961
Octo-Monster,Secret Identity,Bad,,1961
Robert O'Bryan,Public Identity,Good,,1961
Vandoom's Monster,Secret Identity,Bad,,1961
Victor Cartwright,,,,1961
Zzutak's Enemy,Secret Identity,Neutral,,1961
Bernard O'Brien,No Dual Identity,Good,,1962
Kurrgo's Robot,Secret Identity,,,1962
Seymour O'Reilly,Public Identity,Good,,1962
Bennington Brown,No Dual Identity,Bad,,1963
Kl'rt,No Dual Identity,Neutral,,1963
Ruby (Thug's girlfriend),,Good,,1963
Angel (Mysterio's Robots),,Bad,,1964
Beast (Mysterio's Robots),,Bad,,1964
Cyclops (Mysterio's Robots),,Bad,,1964
Egghead's Android,,Bad,,1964
Ernesto & Luigi Gambonno,Public Identity,Bad,,1964
G'Uranthic Guardian,,Bad,,1964
Keno Barkerton,Public Identity,Bad,,1964
Luke Buffington,,Bad,,1964
Vladimir Fortunov,,Bad,,1964
"""Thumper"" Morgan",Secret Identity,Bad,,1965
